branch_id,month,region,sales_jpy,price_change_flag,income_band,avg_temp_c,foot_traffic,manager_tenure_months
BR_9221,2025-04,West,4536059,1,High,22.5,14313,28
BR_9222,2024-04,East,4915253,0,Mid,18.7,14010,67
BR_9222,2025-04,South,4527108,0,Mid,17.2,16385,71
BR_9223,2024-04,South,4709300,0,Low,10.4,15008,36
BR_9223,2025-04,East,5098062,0,Low,27.5,14610,64
BR_9224,2024-04,South,4506278,1,Mid,17.1,14964,11
BR_9224,2025-04,East,4805244,1,Mid,17.6,9492,48
BR_9225,2024-04,North,4999577,1,Mid,19.6,16517,104
BR_9225,2025-04,South,4870237,1,Mid,26.1,9741,76
BR_9226,2024-04,West,4747794,1,High,11.9,14336,103
BR_9226,2025-04,West,4579449,1,High,16.5,16412,68
BR_9227,2024-04,North,4809311,0,Mid,23.8,14630,96
BR_9227,2025-04,East,4745665,0,Mid,15.9,14367,50
BR_9228,2024-04,West,5107789,1,Low,14.2,17575,113
BR_9228,2025-04,North,3911229,1,Low,27.7,10792,85
BR_9229,2024-04,South,5063964,0,Low,10.1,15321,71
BR_9229,2025-04,East,4718684,0,Low,23.7,11209,117
BR_9230,2024-04,North,4745296,1,Low,25.1,16096,32
BR_9230,2025-04,West,3322096,1,Low,29.9,15299,24
BR_9231,2024-04,South,4665982,0,Low,23.0,12978,90
BR_9231,2025-04,East,4599850,0,Low,28.4,17466,22
BR_9232,2024-04,East,4968100,1,Low,12.9,16740,84
BR_9232,2025-04,East,3854143,1,Low,23.2,9874,91
BR_9233,2024-04,East,4635174,0,High,29.0,13505,111
BR_9233,2025-04,South,4771370,0,High,20.9,13977,83
BR_9234,2024-04,East,4548805,0,Low,27.8,10097,81
BR_9234,2025-04,East,4696413,0,Low,14.5,13142,65
BR_9235,2024-04,West,4626080,1,Low,25.8,14785,24
BR_9235,2025-04,North,3871775,1,Low,22.4,15731,45
BR_9236,2024-04,North,4921999,1,Mid,21.7,16727,71
BR_9236,2025-04,East,4970332,1,Mid,23.1,10703,114
BR_9237,2024-04,East,4963172,0,Low,27.1,11865,55
BR_9237,2025-04,East,4534488,0,Low,22.5,9729,55
BR_9238,2024-04,West,4756963,0,High,28.0,9948,112
BR_9238,2025-04,South,4698781,0,High,16.7,9931,9
BR_9239,2024-04,South,4623699,0,Low,20.7,10896,69
BR_9239,2025-04,North,5151814,0,Low,19.1,15874,46
BR_9240,2024-04,South,4752139,0,Mid,23.4,16056,114
BR_9240,2025-04,North,5157531,0,Mid,14.5,17617,81
BR_9241,2024-04,West,5094997,0,Low,16.6,13789,40
BR_9241,2025-04,East,4783511,0,Low,29.3,14413,107
BR_9242,2024-04,North,4540820,1,Mid,27.3,9655,22
BR_9242,2025-04,West,5188117,1,Mid,21.0,16208,39
BR_9243,2024-04,North,4638836,1,High,22.4,17298,114
BR_9243,2025-04,South,5168591,1,High,24.4,11952,62
BR_9244,2024-04,South,4538297,0,Low,25.0,15073,52
BR_9244,2025-04,North,4825159,0,Low,12.9,11366,88
BR_9245,2024-04,South,4624380,0,High,13.3,9206,118
BR_9245,2025-04,West,4675660,0,High,14.8,9012,9
BR_9246,2024-04,East,4939006,1,High,27.2,10585,66
BR_9246,2025-04,West,5171734,1,High,17.0,16932,50
BR_9247,2024-04,East,4835814,0,High,17.9,16858,114
BR_9247,2025-04,South,4567869,0,High,23.9,14565,44
BR_9248,2024-04,East,4914027,1,Mid,12.9,9635,108
BR_9248,2025-04,West,4927392,1,Mid,16.9,13508,67
BR_9249,2024-04,West,5116197,1,Low,13.8,15167,62
BR_9249,2025-04,West,4143645,1,Low,17.3,11041,120
BR_9250,2024-04,East,4518226,1,High,26.4,16161,8
BR_9250,2025-04,East,4578479,1,High,21.5,14080,11
BR_9251,2024-04,East,4754159,1,Mid,27.3,16322,92
BR_9251,2025-04,West,5146437,1,Mid,17.4,14455,36
BR_9252,2024-04,West,4931173,1,High,18.3,14033,59
BR_9252,2025-04,North,4535552,1,High,27.4,17280,54
BR_9253,2024-04,South,5114298,0,Low,23.7,11103,25
BR_9253,2025-04,West,4502996,0,Low,20.1,12297,40
BR_9254,2024-04,East,5042142,0,Mid,26.5,15295,73
BR_9254,2025-04,South,4905583,0,Mid,20.9,13489,116
BR_9255,2024-04,South,5047984,1,High,26.7,12385,119
BR_9255,2025-04,East,4771128,1,High,13.1,10313,84
BR_9256,2024-04,North,4889591,0,Low,21.6,15884,19
BR_9256,2025-04,North,5187710,0,Low,13.4,13250,93
BR_9257,2024-04,East,4855831,0,High,11.0,10214,83
BR_9257,2025-04,West,5027228,0,High,17.9,9504,28
BR_9258,2024-04,North,4628215,0,Mid,14.6,17397,45
BR_9258,2025-04,North,4612146,0,Mid,21.8,10734,88
BR_9259,2024-04,North,4774369,0,Mid,25.9,12820,13
BR_9259,2025-04,North,5050671,0,Mid,19.2,9886,93
BR_9260,2024-04,South,4640213,1,High,29.6,17342,15
BR_9260,2025-04,North,4938747,1,High,12.2,10734,22
BR_9261,2024-04,West,4634586,0,Mid,16.2,13257,63
BR_9261,2025-04,North,5039339,0,Mid,25.2,10143,94
BR_9262,2024-04,North,4552657,1,High,25.5,15341,77
BR_9262,2025-04,North,4615589,1,High,24.3,13596,110
BR_9263,2024-04,South,4762868,1,Mid,16.0,13071,83
BR_9263,2025-04,South,5155495,1,Mid,29.6,10904,100
BR_9264,2024-04,East,4871186,1,Mid,12.4,9087,112
BR_9264,2025-04,South,5126540,1,Mid,13.8,11977,107
BR_9265,2024-04,North,5104908,1,Mid,10.1,16401,101
BR_9265,2025-04,South,4558814,1,Mid,20.3,11032,48
BR_9266,2024-04,South,4915365,0,Low,17.4,11738,81
BR_9266,2025-04,North,4693750,0,Low,19.3,9432,20
BR_9267,2024-04,West,5037564,1,High,24.1,12295,25
BR_9267,2025-04,East,4958329,1,High,13.3,9452,31
BR_9268,2024-04,East,4852435,1,Low,22.0,16250,90
BR_9268,2025-04,South,3350857,1,Low,23.8,16001,51
BR_9269,2024-04,West,4740926,1,Mid,24.8,14229,42
BR_9269,2025-04,North,4551184,1,Mid,24.3,17465,14
BR_9270,2024-04,North,4730831,1,High,16.2,17033,96
BR_9270,2025-04,South,4939133,1,High,15.2,11515,37
BR_9271,2024-04,North,4581212,1,Mid,22.2,16573,120
BR_9271,2025-04,North,4889297,1,Mid,11.3,15478,98
BR_9272,2024-04,South,4507611,0,Mid,21.4,16500,38
BR_9272,2025-04,North,4681149,0,Mid,20.9,13894,101
BR_9273,2024-04,North,4720595,1,Low,14.6,13616,68
BR_9273,2025-04,East,3705721,1,Low,25.5,16668,119
BR_9274,2024-04,West,4565581,0,Mid,17.1,13901,28
BR_9274,2025-04,North,4888025,0,Mid,27.2,13948,39
BR_9275,2024-04,East,5134312,1,Mid,29.8,17276,95
BR_9275,2025-04,East,5062971,1,Mid,13.2,9157,18
BR_9276,2024-04,South,4933824,0,High,11.6,12143,63
BR_9276,2025-04,East,5046097,0,High,27.7,11216,81
BR_9277,2024-04,East,4667891,0,Mid,21.6,14226,28
BR_9277,2025-04,South,4536973,0,Mid,12.9,17095,81
BR_9278,2024-04,East,4937257,0,Mid,20.2,12793,116
BR_9278,2025-04,East,4779920,0,Mid,27.6,10586,56
BR_9279,2024-04,South,4789771,0,Mid,18.9,13586,86
BR_9279,2025-04,West,4728510,0,Mid,26.1,12006,60
BR_9280,2024-04,North,4558230,0,High,29.5,10231,19
BR_9280,2025-04,North,4555419,0,High,27.6,17208,35
BR_9281,2024-04,North,4968501,1,Low,12.2,14879,117
BR_9281,2025-04,West,3914963,1,Low,21.6,9776,114
BR_9282,2024-04,North,4835085,0,Mid,24.0,14948,70
BR_9282,2025-04,East,5125556,0,Mid,15.2,14633,97
BR_9283,2024-04,West,4728699,1,High,16.5,15826,12
BR_9283,2025-04,East,4824226,1,High,25.7,9933,60
BR_9284,2024-04,South,5052165,1,High,11.4,10646,119
BR_9284,2025-04,North,4622588,1,High,26.6,14766,32
BR_9285,2024-04,South,4990384,0,High,10.4,10681,10
BR_9285,2025-04,West,4975336,0,High,28.7,10439,12
BR_9286,2024-04,East,5102195,0,Mid,18.3,16455,68
BR_9286,2025-04,West,4642711,0,Mid,14.7,15368,65
BR_9287,2024-04,East,5014797,0,Mid,15.4,15591,13
BR_9287,2025-04,West,4730587,0,Mid,22.4,14439,66
BR_9288,2024-04,North,5018649,0,Mid,28.8,16903,112
BR_9288,2025-04,West,4991277,0,Mid,26.5,10649,66
BR_9289,2024-04,West,5045204,1,Mid,28.2,15297,22
BR_9289,2025-04,North,4595255,1,Mid,16.6,14700,40
BR_9290,2024-04,South,4654477,1,High,13.3,10723,101
BR_9290,2025-04,West,4702458,1,High,12.5,14840,50
BR_9291,2024-04,South,4777018,0,Mid,27.7,17252,38
BR_9291,2025-04,South,5023905,0,Mid,19.1,12114,18
BR_9292,2024-04,North,5052123,0,Low,13.5,16678,63
BR_9292,2025-04,South,4593237,0,Low,25.7,17719,68
BR_9293,2024-04,North,4761693,0,Mid,19.8,12257,48
BR_9293,2025-04,North,4944460,0,Mid,25.3,10409,98
BR_9294,2024-04,East,4504765,1,High,25.5,17558,110
BR_9294,2025-04,West,4621540,1,High,26.7,12779,118
BR_9295,2024-04,North,5177313,0,Low,17.4,10125,69
BR_9295,2025-04,South,4597189,0,Low,28.7,16736,70
BR_9296,2024-04,South,4776030,1,High,29.3,10805,86
BR_9296,2025-04,South,4564346,1,High,18.0,16995,10
BR_9297,2024-04,North,4839320,1,Low,27.4,11635,79
BR_9297,2025-04,South,3523595,1,Low,23.1,16866,110
BR_9298,2024-04,East,5094366,0,Mid,26.6,13524,13
BR_9298,2025-04,South,5002425,0,Mid,22.3,14174,7
BR_9299,2024-04,East,4806187,1,Low,13.5,10041,26
BR_9299,2025-04,East,3633795,1,Low,12.7,15595,42
BR_9300,2024-04,South,4709509,0,Low,15.9,17045,113
BR_9300,2025-04,West,4992353,0,Low,11.3,9738,19
BR_9301,2024-04,North,4753486,0,Low,27.3,9535,40
BR_9301,2025-04,West,5169569,0,Low,24.5,16028,35
BR_9302,2024-04,South,5026881,0,Mid,10.7,13796,24
BR_9302,2025-04,North,4936886,0,Mid,22.9,16751,68
BR_9303,2024-04,West,5104672,0,Low,23.6,10955,26
BR_9303,2025-04,East,5005662,0,Low,15.8,9886,47
BR_9304,2024-04,North,4995080,1,High,17.3,12020,98
BR_9304,2025-04,East,4519528,1,High,16.5,9643,63
BR_9305,2024-04,East,5147824,1,Mid,10.4,17967,78
BR_9305,2025-04,South,4542988,1,Mid,27.1,15053,101
BR_9306,2024-04,South,4619819,0,Mid,19.5,17628,43
BR_9306,2025-04,West,4998800,0,Mid,14.8,9498,71
BR_9307,2024-04,East,4929599,1,High,10.4,16348,17
BR_9307,2025-04,East,5165784,1,High,28.4,13473,41
BR_9308,2024-04,West,4859280,0,Mid,27.2,11516,40
BR_9308,2025-04,East,4510654,0,Mid,13.3,15302,16
BR_9309,2024-04,West,5056919,1,Low,29.4,11280,68
BR_9309,2025-04,South,3422110,1,Low,18.7,17974,105
BR_9310,2024-04,West,5176680,1,Mid,29.8,15054,16
BR_9310,2025-04,West,5088957,1,Mid,14.0,15788,9
BR_9311,2024-04,East,4878458,1,High,26.4,10895,30
BR_9311,2025-04,South,5035005,1,High,26.0,9013,60
BR_9312,2024-04,South,4829795,1,Mid,10.5,14211,61
BR_9312,2025-04,East,4563190,1,Mid,23.2,11761,103
BR_9313,2024-04,South,4826247,0,Mid,17.4,9631,113
BR_9313,2025-04,West,4970158,0,Mid,22.5,11478,19
BR_9314,2024-04,South,5075866,0,Mid,10.7,15899,98
BR_9314,2025-04,East,4993287,0,Mid,13.3,17801,97
BR_9315,2024-04,East,4673060,0,Mid,20.1,15786,115
BR_9315,2025-04,East,5038391,0,Mid,28.9,10542,9
BR_9316,2024-04,South,5049995,0,Mid,19.3,17191,107
BR_9316,2025-04,West,5056318,0,Mid,15.6,14683,93
BR_9317,2024-04,East,4816203,1,High,17.3,17871,77
BR_9317,2025-04,West,5095773,1,High,17.1,10912,118
BR_9318,2024-04,West,4907510,0,High,24.3,10241,99
BR_9318,2025-04,North,4682763,0,High,26.0,11393,30
BR_9319,2024-04,South,4527964,0,Low,13.3,11609,54
BR_9319,2025-04,West,5008855,0,Low,27.1,12672,27
BR_9320,2024-04,North,4667995,0,Low,14.7,9839,37
BR_9320,2025-04,West,4810921,0,Low,13.6,12006,32
BR_9321,2024-04,East,4917918,0,High,29.9,14071,116
BR_9321,2025-04,West,4889748,0,High,12.2,17272,53
BR_9322,2024-04,North,5186472,1,Mid,16.2,10856,62
BR_9322,2025-04,West,4674325,1,Mid,15.8,12968,116
BR_9323,2024-04,South,4693364,1,Mid,29.4,14719,34
BR_9323,2025-04,South,5169135,1,Mid,27.7,14613,38
BR_9324,2024-04,South,4614275,0,Low,23.0,13565,118
BR_9324,2025-04,North,4724310,0,Low,25.1,14321,39
BR_9325,2024-04,West,4541993,1,Mid,12.9,16767,91
BR_9325,2025-04,South,4819382,1,Mid,29.0,15522,91
BR_9326,2024-04,North,4581934,1,Low,26.6,17542,73
BR_9326,2025-04,North,3594149,1,Low,10.6,13568,119
BR_9327,2024-04,North,5018665,0,Low,24.1,15551,34
BR_9327,2025-04,North,4948813,0,Low,17.0,13391,22
BR_9328,2024-04,West,4871059,0,Low,14.2,9867,25
BR_9328,2025-04,North,4939790,0,Low,16.4,16641,50
BR_9329,2024-04,East,4514196,0,Low,16.9,17960,25
BR_9329,2025-04,North,4790288,0,Low,15.5,9386,22
BR_9330,2024-04,North,4880672,1,High,28.9,11800,88
BR_9330,2025-04,North,4572890,1,High,10.7,16718,104
BR_9331,2024-04,North,4665728,0,Low,14.5,11104,43
BR_9331,2025-04,South,4503844,0,Low,17.4,15907,12
BR_9332,2024-04,West,4836668,0,Mid,22.4,11242,83
BR_9332,2025-04,East,5000828,0,Mid,16.5,14901,13
BR_9333,2024-04,South,4886234,1,Mid,15.3,12716,25
BR_9333,2025-04,East,4556893,1,Mid,17.1,15963,107
BR_9334,2024-04,East,4608670,0,High,14.5,14947,63
BR_9334,2025-04,North,4927721,0,High,19.9,9433,76
BR_9335,2024-04,East,4734434,1,Mid,25.2,14879,65
BR_9335,2025-04,North,4803202,1,Mid,20.0,16645,84
BR_9336,2024-04,North,4988851,1,High,28.1,14091,60
BR_9336,2025-04,North,5173138,1,High,29.0,13870,47
BR_9337,2024-04,North,4779291,1,Mid,14.9,14592,113
BR_9337,2025-04,West,5099007,1,Mid,26.1,12175,108
BR_9338,2024-04,North,5069217,1,Low,13.7,17583,70
BR_9338,2025-04,West,3777023,1,Low,21.1,11947,45
BR_9339,2024-04,East,4533653,0,Mid,18.0,11276,53
BR_9339,2025-04,East,4820398,0,Mid,22.2,16655,16
BR_9340,2024-04,South,4530280,1,High,25.0,17164,21
BR_9340,2025-04,North,5089013,1,High,13.0,15137,21
BR_9341,2024-04,West,4600218,0,Mid,11.7,11400,86
BR_9341,2025-04,East,4562071,0,Mid,27.1,11098,83
BR_9342,2024-04,East,4810469,0,Low,22.7,13037,62
BR_9342,2025-04,East,4734890,0,Low,24.7,11218,75
BR_9343,2024-04,East,4976576,1,Low,14.4,15241,71
BR_9343,2025-04,North,3887151,1,Low,16.7,12868,33
BR_9344,2024-04,South,4978288,0,High,28.4,17183,38
BR_9344,2025-04,South,4922388,0,High,10.9,16772,35
BR_9345,2024-04,West,5017678,0,High,13.3,16339,106
BR_9345,2025-04,North,4805185,0,High,11.0,9915,81
BR_9346,2024-04,South,5029070,0,Mid,13.2,11164,70
BR_9346,2025-04,South,4839562,0,Mid,18.0,15828,99
BR_9347,2024-04,South,4856780,1,Low,16.2,15828,72
BR_9347,2025-04,North,3822115,1,Low,11.1,11638,58
BR_9348,2024-04,North,4675658,0,High,21.8,10045,33
BR_9348,2025-04,South,4616168,0,High,29.3,9714,102
BR_9349,2024-04,North,5033729,0,Low,14.3,16489,111
BR_9349,2025-04,East,5138758,0,Low,10.5,13071,104
BR_9350,2024-04,North,4786037,1,High,15.0,10162,119
BR_9350,2025-04,South,4956503,1,High,15.4,13904,91
BR_9351,2024-04,North,4773960,1,Mid,22.7,16184,36
BR_9351,2025-04,East,4998564,1,Mid,14.6,13234,44
BR_9352,2024-04,North,4524435,1,Mid,26.4,9490,43
BR_9352,2025-04,East,4636587,1,Mid,19.2,13807,109
BR_9353,2024-04,South,5182654,1,High,23.4,15065,106
BR_9353,2025-04,South,5043552,1,High,21.2,17585,107
BR_9354,2024-04,East,4713025,0,High,18.8,17910,67
BR_9354,2025-04,North,5177669,0,High,13.3,13270,99
BR_9355,2024-04,West,4552233,1,Low,17.5,16496,96
BR_9355,2025-04,North,3805209,1,Low,14.1,16636,57
BR_9356,2024-04,West,5160497,0,Low,22.9,16872,28
BR_9356,2025-04,West,4537332,0,Low,18.4,9673,40
BR_9357,2024-04,South,5013770,1,High,28.0,16401,24
BR_9357,2025-04,West,4991787,1,High,11.1,10230,44
BR_9358,2024-04,West,5102671,1,High,10.1,14441,53
BR_9358,2025-04,North,4512910,1,High,14.9,17216,62
BR_9359,2024-04,East,5044347,0,Low,15.5,10211,69
BR_9359,2025-04,East,5183725,0,Low,19.4,17923,67
BR_9360,2024-04,West,4948539,0,Low,13.8,16649,78
BR_9360,2025-04,West,4857561,0,Low,13.9,9183,24
BR_9361,2024-04,North,4726619,0,Mid,29.3,15984,11
BR_9361,2025-04,East,5041150,0,Mid,25.0,11603,8
BR_9362,2024-04,South,4567580,0,High,14.1,12702,85
BR_9362,2025-04,East,4943387,0,High,25.3,17339,79
BR_9363,2024-04,West,4642504,0,Low,17.8,13030,91
BR_9363,2025-04,North,4987757,0,Low,10.8,17984,55
BR_9364,2024-04,East,4745881,1,High,29.7,11562,23
BR_9364,2025-04,South,4914988,1,High,21.4,17599,75
BR_9365,2024-04,South,4710907,0,High,16.2,15946,55
BR_9365,2025-04,North,4793573,0,High,19.6,15439,7
BR_9366,2024-04,North,4907938,1,Low,23.7,10691,101
BR_9366,2025-04,East,3352587,1,Low,25.1,12995,84
BR_9367,2024-04,North,5030515,1,Low,21.1,13767,17
BR_9367,2025-04,West,3542468,1,Low,28.9,17105,57
BR_9368,2024-04,South,4791607,0,Mid,21.8,11798,20
BR_9368,2025-04,South,4738318,0,Mid,20.4,16706,77
BR_9369,2024-04,South,4612792,1,High,15.9,10586,53
BR_9369,2025-04,West,4557242,1,High,23.9,13335,94
BR_9370,2024-04,North,4961158,1,Low,24.4,10110,18
BR_9370,2025-04,South,3694597,1,Low,19.9,11193,32
BR_9371,2024-04,West,4836910,1,High,26.9,13430,117
BR_9371,2025-04,West,4801292,1,High,23.0,13288,55
BR_9372,2024-04,West,4578104,1,High,19.1,12689,75
BR_9372,2025-04,South,4800453,1,High,27.6,15965,73
BR_9373,2024-04,West,4560970,0,Mid,26.5,12681,13
BR_9373,2025-04,North,4881122,0,Mid,22.0,13491,25
BR_9374,2024-04,South,5167815,1,High,21.6,13488,6
BR_9374,2025-04,North,5170762,1,High,22.3,12013,81
BR_9375,2024-04,East,4662095,1,High,19.9,10633,97
BR_9375,2025-04,South,4930699,1,High,12.1,12426,52
BR_9376,2024-04,West,5007160,1,Mid,18.7,16775,60
BR_9376,2025-04,North,5111035,1,Mid,28.3,12806,30
BR_9377,2024-04,South,4573146,1,Low,24.2,15971,21
BR_9377,2025-04,East,3757165,1,Low,22.0,14667,73
BR_9378,2024-04,South,5146310,1,Mid,29.4,11469,14
BR_9378,2025-04,East,4847503,1,Mid,27.2,15209,60
BR_9379,2024-04,South,4974063,1,Low,19.5,12530,72
BR_9379,2025-04,North,3931098,1,Low,11.1,11795,119
BR_9380,2024-04,West,4889936,0,Low,18.1,15276,49
BR_9380,2025-04,South,4910658,0,Low,13.4,9260,75
BR_9381,2024-04,West,5046138,0,Low,28.1,17987,37
BR_9381,2025-04,South,5147895,0,Low,27.0,11133,77
BR_9382,2024-04,North,4817765,0,Mid,25.3,14593,83
BR_9382,2025-04,East,4857190,0,Mid,13.8,11811,90
BR_9383,2024-04,North,5017572,1,Low,17.1,15172,62
BR_9383,2025-04,West,3374794,1,Low,28.0,17838,116
BR_9384,2024-04,West,5098145,0,High,25.0,12166,117
BR_9384,2025-04,North,4601304,0,High,28.2,14729,108
BR_9385,2024-04,North,4542482,1,Mid,20.1,16173,54
BR_9385,2025-04,West,4570332,1,Mid,28.6,15650,44
BR_9386,2024-04,North,4642738,1,High,18.3,14063,117
BR_9386,2025-04,North,4618221,1,High,28.7,10589,80
BR_9387,2024-04,West,4850485,0,High,18.7,16090,75
BR_9387,2025-04,North,4769247,0,High,25.2,17163,87
BR_9388,2024-04,South,5053902,0,Mid,16.9,17896,92
BR_9388,2025-04,East,5061259,0,Mid,29.5,13408,50
BR_9389,2024-04,East,5015696,0,Low,28.0,16860,37
BR_9389,2025-04,West,4976967,0,Low,10.6,13079,7
BR_9390,2024-04,South,4797744,1,Mid,23.2,10690,44
BR_9390,2025-04,North,4574765,1,Mid,15.0,17578,59
BR_9391,2024-04,North,5097637,0,Mid,19.1,14445,8
BR_9391,2025-04,West,5142173,0,Mid,24.6,11892,90
BR_9392,2024-04,West,4752204,1,High,17.4,14079,56
BR_9392,2025-04,East,4797733,1,High,21.0,17723,59
BR_9393,2024-04,South,4763618,0,Low,22.5,16964,92
BR_9393,2025-04,West,4883481,0,Low,28.7,12610,6
BR_9394,2024-04,South,5089559,0,High,15.2,12390,64
BR_9394,2025-04,North,4820301,0,High,29.5,11966,86
BR_9395,2024-04,South,5017698,1,Mid,13.4,13882,33
BR_9395,2025-04,West,4902939,1,Mid,11.1,14892,39
BR_9396,2024-04,West,4964752,1,High,16.8,13844,96
BR_9396,2025-04,South,5052401,1,High,28.2,13188,117
BR_9397,2024-04,North,5014721,0,Mid,25.9,11963,44
BR_9397,2025-04,West,5059996,0,Mid,25.4,11074,100
BR_9398,2024-04,West,4808248,0,Low,25.3,16999,13
BR_9398,2025-04,South,5175413,0,Low,22.8,10059,52
BR_9399,2024-04,North,4612809,0,High,19.0,17991,59
BR_9399,2025-04,North,4627408,0,High,13.8,13691,17
BR_9400,2024-04,West,4791576,1,High,21.5,9790,34
BR_9400,2025-04,South,4818381,1,High,10.3,14130,106
BR_9401,2024-04,North,5063421,0,Mid,20.0,11705,63
BR_9401,2025-04,East,4771633,0,Mid,29.1,15816,16
BR_9402,2024-04,North,5164022,1,Mid,10.7,9925,12
BR_9402,2025-04,South,5111186,1,Mid,29.0,12294,53
BR_9403,2024-04,South,4775391,1,Mid,17.5,12000,33
BR_9403,2025-04,South,4855990,1,Mid,15.7,17767,84
BR_9404,2024-04,South,5134266,1,High,21.2,11728,10
BR_9404,2025-04,South,4563654,1,High,18.3,9205,60
BR_9405,2024-04,East,4924163,1,Low,29.7,11583,82
BR_9405,2025-04,North,3260079,1,Low,25.4,15187,100
BR_9406,2024-04,West,4805210,0,Mid,29.5,15417,28
BR_9406,2025-04,East,4920593,0,Mid,18.4,15160,80
BR_9407,2024-04,South,4913411,0,Low,13.0,10104,53
BR_9407,2025-04,South,5134348,0,Low,24.3,10937,48
BR_9408,2024-04,North,4901497,0,Low,27.3,11368,34
BR_9408,2025-04,East,5177280,0,Low,14.8,11507,40
BR_9409,2024-04,South,4935775,1,Mid,25.3,15430,106
BR_9409,2025-04,North,4627242,1,Mid,13.4,10611,112
BR_9410,2024-04,South,4566627,0,High,21.6,11195,92
BR_9410,2025-04,West,5123234,0,High,27.4,14999,102
BR_9411,2024-04,South,4886858,1,Mid,27.5,10589,7
BR_9411,2025-04,North,4509057,1,Mid,13.3,9109,58
BR_9412,2024-04,North,5096233,1,High,22.8,15918,13
BR_9412,2025-04,West,4709585,1,High,19.5,14280,78
BR_9413,2024-04,West,4780733,1,Low,25.3,9595,18
BR_9413,2025-04,West,3601022,1,Low,26.1,11849,110
BR_9414,2024-04,North,4975046,0,High,11.7,13081,103
BR_9414,2025-04,East,4825409,0,High,24.7,16777,38
BR_9415,2024-04,South,5075123,0,Mid,27.8,14285,59
BR_9415,2025-04,East,5100469,0,Mid,26.3,17818,77
BR_9416,2024-04,East,5110409,1,Mid,16.8,11375,42
BR_9416,2025-04,North,4581591,1,Mid,20.4,11180,56
BR_9417,2024-04,South,5023283,1,Mid,29.0,15314,10
BR_9417,2025-04,North,5006492,1,Mid,14.5,15701,92
BR_9418,2024-04,East,4732367,0,High,29.5,14609,114
BR_9418,2025-04,North,4903407,0,High,21.2,12836,64
BR_9419,2024-04,West,4926378,0,High,25.9,12068,67
BR_9419,2025-04,East,5178380,0,High,24.5,15385,14
BR_9420,2024-04,South,4709991,1,Low,27.2,15047,32
BR_9420,2025-04,East,3636833,1,Low,26.7,10090,83
BR_9421,2024-04,North,4828703,0,Low,14.9,16562,69
BR_9421,2025-04,East,4952571,0,Low,25.7,15902,107
BR_9422,2024-04,East,4701458,1,High,27.0,13162,101
BR_9422,2025-04,East,5107083,1,High,21.8,13912,93
BR_9423,2024-04,South,4504721,1,Mid,25.3,15641,50
BR_9423,2025-04,South,4598834,1,Mid,13.8,15553,50
BR_9424,2024-04,West,4749863,1,Low,15.3,9028,14
BR_9424,2025-04,West,3782860,1,Low,23.7,11333,70
BR_9425,2024-04,West,4707950,1,Low,25.5,16592,13
BR_9425,2025-04,South,3433050,1,Low,12.6,13843,81
BR_9426,2024-04,South,5119439,0,Low,26.2,14372,18
BR_9426,2025-04,South,5069740,0,Low,18.8,11731,111
BR_9427,2024-04,West,5197703,0,Low,26.5,17602,7
BR_9427,2025-04,South,5082181,0,Low,18.3,10245,108
BR_9428,2024-04,North,4888450,1,Low,17.3,9700,84
BR_9428,2025-04,South,3675510,1,Low,10.6,13711,117
BR_9429,2024-04,West,4539873,0,High,15.1,17101,60
BR_9429,2025-04,East,4748253,0,High,18.2,17086,74
BR_9430,2024-04,North,4918399,0,Mid,12.9,10232,105
BR_9430,2025-04,West,4981768,0,Mid,28.4,16235,15
BR_9431,2024-04,East,5166288,1,Mid,18.5,17620,92
BR_9431,2025-04,North,4609325,1,Mid,28.6,9529,34
BR_9432,2024-04,East,4752386,1,High,19.1,13027,11
BR_9432,2025-04,North,4620920,1,High,22.7,13103,43
BR_9433,2024-04,East,4789119,1,Mid,23.8,17629,119
BR_9433,2025-04,West,5181476,1,Mid,15.2,12874,115
BR_9434,2024-04,East,5022020,0,High,17.3,13735,14
BR_9434,2025-04,East,4501912,0,High,19.4,11197,77
BR_9435,2024-04,East,5197465,1,High,12.3,15375,61
BR_9435,2025-04,North,4503712,1,High,25.7,13128,6
BR_9436,2024-04,West,4654978,0,Low,16.3,11895,97
BR_9436,2025-04,East,4923427,0,Low,26.6,11843,35
BR_9437,2024-04,South,4813142,1,Low,20.7,13576,78
BR_9437,2025-04,South,3795859,1,Low,26.0,9867,40
BR_9438,2024-04,North,4762524,1,High,13.4,17731,109
BR_9438,2025-04,West,4928646,1,High,22.5,16316,43
BR_9439,2024-04,East,4532094,1,High,26.1,12347,31
BR_9439,2025-04,East,4827712,1,High,14.0,15343,87
BR_9440,2024-04,North,4932405,0,Low,13.7,17217,77
BR_9440,2025-04,East,5157031,0,Low,14.7,16749,23
BR_9441,2024-04,South,5198614,0,Low,18.6,9336,91
BR_9441,2025-04,East,5098202,0,Low,28.4,13180,105
BR_9442,2024-04,South,4604923,1,Mid,17.4,17698,27
BR_9442,2025-04,South,4922429,1,Mid,27.5,10025,83
BR_9443,2024-04,East,4859000,1,High,10.1,15105,26
BR_9443,2025-04,West,4732506,1,High,26.2,9138,77
BR_9444,2024-04,South,5013772,1,Low,25.4,13760,113
BR_9444,2025-04,West,3971064,1,Low,21.2,9060,118
BR_9445,2024-04,West,4931032,0,Mid,12.5,9553,43
BR_9445,2025-04,South,5026783,0,Mid,13.1,9561,95
